file,path,line,cyclomatic_complexity,function_count,come,vul,vultype,version,gpt_response_valid,is_fixed,is_correctly_fixed,is_fixed_info,未能成功修复原因
0x51e14cae717d807867abcbbf386654bfcb1feaee,/home/hjh/Desktop/test/sguardplus/sum/0x51e14cae717d807867abcbbf386654bfcb1feaee.sol,199,19,19,rlrep,16,Arithmetic,"^0.4.21	",TRUE,TRUE,TRUE,,
0x51f545a57a88d193227f506ff07911da0df2749c,/home/hjh/Desktop/test/sguardplus/sum/0x51f545a57a88d193227f506ff07911da0df2749c.sol,199,19,19,rlrep,16,Arithmetic,"^0.4.21	",TRUE,TRUE,FALSE（注释消失，内容没变）,,
0x524960d55174d912768678d8c606b4d50b79d7b1,/home/hjh/Desktop/test/sguardplus/sum/0x524960d55174d912768678d8c606b4d50b79d7b1.sol,199,19,19,SmartBugs,21,unchecked_low_level_calls,^0.4.13,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x524960d55174d912768678d8c606b4d50b79d7b1(21).sol:12:32: Warning: This looks like an address but has an invalid checksum. If this is not used as an address, please prepend '00'. Correct checksummed address: '0x96A65609a7B84E8842732DEB08f56C3E21aC6f8a'. For more information please see https://solidity.readthedocs.io/en/develop/types.html#address-literals
    address contract_address = 0x96a65609a7b84e8842732deb08f56c3e21ac6f8a;
                               ^----------------------------------------^
./smartcontract/single_fixed_contracts\0x524960d55174d912768678d8c606b4d50b79d7b1(21).sol:13:18: Warning: This looks like an address but has an invalid checksum. If this is not used as an address, please prepend '00'. Correct checksummed address: '0xAa27f8C1160886aacba64B2319D8d5469ef2Af79'. For more information please see https://solidity.readthedocs.io/en/develop/types.html#address-literals
    address c2 = 0xaa27f8c1160886aacba64b2319d8d5469ef2af79;
                 ^----------------------------------------^
./smartcontract/single_fixed_contracts\0x524960d55174d912768678d8c606b4d50b79d7b1(21).sol:19:19: Error: Type bool is not implicitly convertible to expected type tuple(bool,).
    (success, ) = contract_address.call(payload);
                  ^----------------------------^
",错误的类型转换
0x5298eeb9ab1895adfedfcf9111cf8350d4efeb42,/home/hjh/Desktop/test/sguardplus/sum/0x5298eeb9ab1895adfedfcf9111cf8350d4efeb42.sol,199,19,19,rlrep,41,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,TRUE,,
0x52d2e0f9b01101a59b38a3d05c80b7618aeed984,/home/hjh/Desktop/test/sguardplus/sum/0x52d2e0f9b01101a59b38a3d05c80b7618aeed984.sol,199,19,19,SmartBugs,27,unchecked_low_level_calls,^0.4.19,TRUE,TRUE,TRUE,,
0x52f22a6fcea6f06750e779c8556299b0df248f80,/home/hjh/Desktop/test/sguardplus/sum/0x52f22a6fcea6f06750e779c8556299b0df248f80.sol,199,39,39,rlrep,69,Arithmetic,^0.4.18,TRUE,TRUE,FASLE（未修复的溢出漏洞）,,
0x5380eaa43688f851003eb30cbfc62424b77a7b93,/home/hjh/Desktop/test/sguardplus/sum/0x5380eaa43688f851003eb30cbfc62424b77a7b93.sol,199,19,19,rlrep,54,unchecked_low_level_calls,^0.4.13,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x5380eaa43688f851003eb30cbfc62424b77a7b93(54).sol:51:28: Error: Expected ',' but got 'payable'
	function transfer(address payable _to, uint _value) public returns (bool) {
	                          ^-----^
",不支持的语法特性
0x53ce47cbe7f2be0aecd086a70182a98c907d024d,/home/hjh/Desktop/test/sguardplus/sum/0x53ce47cbe7f2be0aecd086a70182a98c907d024d.sol,399,59,39,rlrep,23,Arithmetic,^0.4.13,TRUE,TRUE,TRUE,,
0x55ba7b1cbc19570ab45f2d1f705543a1e417b95a,/home/hjh/Desktop/test/sguardplus/sum/0x55ba7b1cbc19570ab45f2d1f705543a1e417b95a.sol,199,19,19,rlrep,22,unchecked_low_level_calls,^0.4.19,TRUE,TRUE,TRUE,,
0x561eac93c92360949ab1f1403323e6db345cbf31,/home/hjh/Desktop/test/sguardplus/sum/0x561eac93c92360949ab1f1403323e6db345cbf31.sol,199,19,19,SmartBugs,54,Reentrancy,^0.4.19,TRUE,TRUE,TRUE,,
0x56795b863fe2a3e249efae0f5b2828e960c43ca7,/home/hjh/Desktop/test/sguardplus/sum/0x56795b863fe2a3e249efae0f5b2828e960c43ca7.sol,199,39,19,rlrep,69,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,TRUE,,
0x56ad118d2be4861cec7e3e7e97387a2e180defb8,/home/hjh/Desktop/test/sguardplus/sum/0x56ad118d2be4861cec7e3e7e97387a2e180defb8.sol,199,19,19,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x5787ab49b154a9307163f6125781ce9067ec03a6,/home/hjh/Desktop/test/sguardplus/sum/0x5787ab49b154a9307163f6125781ce9067ec03a6.sol,199,19,19,rlrep,42,unchecked_low_level_calls,^0.4.24,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x5787ab49b154a9307163f6125781ce9067ec03a6(42).sol:19:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function Owned() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x5787ab49b154a9307163f6125781ce9067ec03a6(42).sol:3:7: Warning: Functions in interfaces should be declared external.
      function getBuyPrice()
      ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x5787ab49b154a9307163f6125781ce9067ec03a6(42).sol:8:3: Warning: Functions in interfaces should be declared external.
  function getTimeLeft()
  ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x5787ab49b154a9307163f6125781ce9067ec03a6(42).sol:43:19: Error: Type bool is not implicitly convertible to expected type tuple(bool,).
    (success, ) = address(fomo3d).call.value(fomo3d.getBuyPrice() * 2)(); 
                  ^----------------------------------------------------^
",错误的类型转换
0x57cf28470d31306bc4154f07a15b2fd79c91536f,/home/hjh/Desktop/test/sguardplus/sum/0x57cf28470d31306bc4154f07a15b2fd79c91536f.sol,199,59,39,rlrep,16,access_control,^0.4.25,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:12:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function OwnableImpl() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:190:2: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
	function TokenHolder(address _token) {
 ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:15:5: Error: Overriding function changes state mutability from ""nonpayable"" to ""view"".
    function checkOwner() internal view {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:7:5: Overriden function is here:
    function checkOwner() internal;
    ^-----------------------------^

./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:20:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        OwnershipTransferred(owner, newOwner);
        ^-----------------------------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:80:5: Warning: Invoking events without ""emit"" prefix is deprecated.
    Transfer(_from, _to, _value);
    ^--------------------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:94:5: Warning: Invoking events without ""emit"" prefix is deprecated.
    Approval(msg.sender, _spender, _value);
    ^------------------------------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:99:5: Warning: Invoking events without ""emit"" prefix is deprecated.
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    ^-----------------------------------------------------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:109:5: Warning: Invoking events without ""emit"" prefix is deprecated.
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    ^-----------------------------------------------------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:123:3: Warning: Invoking events without ""emit"" prefix is deprecated.
		Burn(burner, _value);
		^------------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:139:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Mint(_to, _value);
        ^---------------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:156:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Pause();
        ^-----^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:160:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Unpause();
        ^-------^
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:15:5: Error: Overriding function changes state mutability from ""nonpayable"" to ""view"".
    function checkOwner() internal view {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:7:5: Overriden function is here:
    function checkOwner() internal;
    ^-----------------------------^

./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:15:5: Error: Overriding function changes state mutability from ""nonpayable"" to ""view"".
    function checkOwner() internal view {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x57cf28470d31306bc4154f07a15b2fd79c91536f(16).sol:7:5: Overriden function is here:
    function checkOwner() internal;
    ^-----------------------------^

",错误的类型转换
0x57ff594510cd9dd6b9ee8f693f44b114efedfbbf,/home/hjh/Desktop/test/sguardplus/sum/0x57ff594510cd9dd6b9ee8f693f44b114efedfbbf.sol,199,19,19,rlrep,49,access_control,^0.4.13,TRUE,TRUE,TRUE,,
0x581afec4d061e49956eb3e26d2b98ed6ffc4a0c5,/home/hjh/Desktop/test/sguardplus/sum/0x581afec4d061e49956eb3e26d2b98ed6ffc4a0c5.sol,199,19,19,rlrep,17,unchecked_low_level_calls,^0.4.24,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x581afec4d061e49956eb3e26d2b98ed6ffc4a0c5(17).sol:16:17: Error: Expected ';' but got 'payable'
        address payable sender = msg.sender;
                ^-----^
",不支持的语法特性
0x5a50c7d96fc68ea2f0bee06d86cd971c31f85604,/home/hjh/Desktop/test/sguardplus/sum/0x5a50c7d96fc68ea2f0bee06d86cd971c31f85604.sol,599,81,79,rlrep,475,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x5a555c2649f90302f453520e57dd9947784a4f3a,/home/hjh/Desktop/test/sguardplus/sum/0x5a555c2649f90302f453520e57dd9947784a4f3a.sol,399,59,39,rlrep,273,access_control,^0.4.18,False（直接删去错误行）,FALSE,,"./smartcontract/single_fixed_contracts\0x5a555c2649f90302f453520e57dd9947784a4f3a(273).sol:65:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function FUTM() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x5a555c2649f90302f453520e57dd9947784a4f3a(273).sol:271:52: Error: Undeclared identifier.
    function changeOwner(address _receiver) public onlyOwner {
                                                   ^-------^
",未定义的变量和结构等
0x5aa88d2901c68fda244f1d0584400368d2c8e739,/home/hjh/Desktop/test/sguardplus/sum/0x5aa88d2901c68fda244f1d0584400368d2c8e739.sol,199,19,19,SmartBugs,29,unchecked_low_level_calls,^0.4.18,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x5aa88d2901c68fda244f1d0584400368d2c8e739(29).sol:20:24: Warning: Using contract member ""balance"" inherited from the address type is deprecated. Convert the contract to ""address"" type to access the member, for example use ""address(contract).balance"" instead.
        Owner.transfer(this.balance);
                       ^----------^
./smartcontract/single_fixed_contracts\0x5aa88d2901c68fda244f1d0584400368d2c8e739(29).sol:27:29: Error: Type bool is not implicitly convertible to expected type tuple(bool,bytes memory).
        (success, result) = adr.call.value(msg.value)(data);
                            ^-----------------------------^
./smartcontract/single_fixed_contracts\0x5aa88d2901c68fda244f1d0584400368d2c8e739(29).sol:35:23: Warning: Using contract member ""balance"" inherited from the address type is deprecated. Convert the contract to ""address"" type to access the member, for example use ""address(contract).balance"" instead.
        if(msg.value>=this.balance)
                      ^----------^
./smartcontract/single_fixed_contracts\0x5aa88d2901c68fda244f1d0584400368d2c8e739(29).sol:37:26: Warning: Using contract member ""balance"" inherited from the address type is deprecated. Convert the contract to ""address"" type to access the member, for example use ""address(contract).balance"" instead.
            adr.transfer(this.balance+msg.value);
                         ^----------^
",错误的类型转换
0x5ab5dded8c5c384015c8f3a27d59bf71b952a3a4,/home/hjh/Desktop/test/sguardplus/sum/0x5ab5dded8c5c384015c8f3a27d59bf71b952a3a4.sol,199,19,19,rlrep,58,Arithmetic,^0.4.18,TRUE,TRUE,TRUE,,
0x5ad9e100bc58e57a20cf1cae204f046006d27a27,/home/hjh/Desktop/test/sguardplus/sum/0x5ad9e100bc58e57a20cf1cae204f046006d27a27.sol,399,59,39,rlrep,211,access_control,^0.4.18,TRUE,TRUE,TRUE,,
0x5aef06ec39e98c05201ee1e54b653c372ecb9cf3,/home/hjh/Desktop/test/sguardplus/sum/0x5aef06ec39e98c05201ee1e54b653c372ecb9cf3.sol,399,59,39,smartfix,272,access_control,^0.4.19,TRUE,TRUE,TRUE,,
0x5afee136283f5adc22545ed191decfc2ba2eac33,/home/hjh/Desktop/test/sguardplus/sum/0x5afee136283f5adc22545ed191decfc2ba2eac33.sol,199,39,39,rlrep,89,access_control,^0.4.21,TRUE,TRUE,TRUE,,
0x5b2d94bf0f0a4eeb7d00d67524b251ffbb91c86a,/home/hjh/Desktop/test/sguardplus/sum/0x5b2d94bf0f0a4eeb7d00d67524b251ffbb91c86a.sol,199,19,19,rlrep,12,DoS,^0.4.24,TRUE,TRUE,TRUE,,
0x5b919f09e295f5ec441ac21607a0b142a7fb09ac,/home/hjh/Desktop/test/sguardplus/sum/0x5b919f09e295f5ec441ac21607a0b142a7fb09ac.sol,199,19,19,rlrep,21,access_control,^0.4.23,TRUE,TRUE,TRUE,,
0x5ba12fa4941988e0ce19e0bbb11907ced19d3f0b,/home/hjh/Desktop/test/sguardplus/sum/0x5ba12fa4941988e0ce19e0bbb11907ced19d3f0b.sol,399,81,39,rlrep,316,access_control,^0.4.17,TRUE,TRUE,TRUE,,
0x5c62da804298d5972a323c80b539b8e7517a0dde,/home/hjh/Desktop/test/sguardplus/sum/0x5c62da804298d5972a323c80b539b8e7517a0dde.sol,199,19,19,rlrep,29,Arithmetic,^0.4.24,TRUE,TRUE,TRUE,,
0x5d0e1a73ec9f0c5c13d43f8315674855ed2b3d4e,/home/hjh/Desktop/test/sguardplus/sum/0x5d0e1a73ec9f0c5c13d43f8315674855ed2b3d4e.sol,199,19,19,rlrep,95,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x5d335fb05244b0b8c612c20f5d852264c6ed649f,/home/hjh/Desktop/test/sguardplus/sum/0x5d335fb05244b0b8c612c20f5d852264c6ed649f.sol,199,19,19,rlrep,33,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x5d6c4c71de518467242d0187f89be17b29771846,/home/hjh/Desktop/test/sguardplus/sum/0x5d6c4c71de518467242d0187f89be17b29771846.sol,199,19,19,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x5e2d66856a2fc7eaf843d65721e2ea20c4e8b233,/home/hjh/Desktop/test/sguardplus/sum/0x5e2d66856a2fc7eaf843d65721e2ea20c4e8b233.sol,199,39,39,rlrep,20,unchecked_low_level_calls,^0.4.21,TRUE,TRUE,False（GPT返回和修复前完全一样）,,
0x5ebf8187943712e9b620ead42fe98dfb151fcde3,/home/hjh/Desktop/test/sguardplus/sum/0x5ebf8187943712e9b620ead42fe98dfb151fcde3.sol,199,19,19,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x5f2582b1fb62bd4a2378e74393d10880fa696229,/home/hjh/Desktop/test/sguardplus/sum/0x5f2582b1fb62bd4a2378e74393d10880fa696229.sol,199,19,19,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x5fc4c5815009a48b7dd5865883542615c5b05168,/home/hjh/Desktop/test/sguardplus/sum/0x5fc4c5815009a48b7dd5865883542615c5b05168.sol,199,19,19,rlrep,22,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x5fd5deb92f87d5204c3e112fd4a09247b71f2d3d,/home/hjh/Desktop/test/sguardplus/sum/0x5fd5deb92f87d5204c3e112fd4a09247b71f2d3d.sol,199,59,39,rlrep,168,access_control,^0.4.24,TRUE,TRUE,TRUE,,
0x6013b9e512c5a7b8e03a5e1ebd6231cd195d50a7,/home/hjh/Desktop/test/sguardplus/sum/0x6013b9e512c5a7b8e03a5e1ebd6231cd195d50a7.sol,199,19,19,rlrep,82,Arithmetic,^0.4.15,TRUE,TRUE,TRUE,,
0x60C6b5DC066E33801F2D9F2830595490A3086B4e,/home/hjh/Desktop/test/sguardplus/sum/0x60C6b5DC066E33801F2D9F2830595490A3086B4e.sol,399,39,39,smartfix,123,Reentrancy,^0.8.7,TRUE,TRUE,TRUE,,
0x60de9d9b062595cf10bc3fbf9ed5a6104befe882,/home/hjh/Desktop/test/sguardplus/sum/0x60de9d9b062595cf10bc3fbf9ed5a6104befe882.sol,199,19,19,rlrep,19,Reentrancy,^0.4.25,TRUE,TRUE,TRUE,,
0x610495793564aed0f9c7fc48dc4c7c9151d34fd6,/home/hjh/Desktop/test/sguardplus/sum/0x610495793564aed0f9c7fc48dc4c7c9151d34fd6.sol,199,19,19,SmartBugs,33,unchecked_low_level_calls,^0.4.24,TRUE,TRUE,TRUE,,
0x612f1bdbe93523b7f5036efa87493b76341726e3,/home/hjh/Desktop/test/sguardplus/sum/0x612f1bdbe93523b7f5036efa87493b76341726e3.sol,399,39,39,smartfix,241,access_control,^0.4.18,TRUE,TRUE,TRUE,,
0x61bee3dc3536800716798b11497051cddaf207c1,/home/hjh/Desktop/test/sguardplus/sum/0x61bee3dc3536800716798b11497051cddaf207c1.sol,399,79,59,rlrep,260,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x61c2d5cf5fb2096348e78f71315b9d42cf42082f,/home/hjh/Desktop/test/sguardplus/sum/0x61c2d5cf5fb2096348e78f71315b9d42cf42082f.sol,199,19,19,rlrep,45,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839,/home/hjh/Desktop/test/sguardplus/sum/0x627fa62ccbb1c1b04ffaecd72a53e37fc0e17839.sol,199,19,19,SmartBugs,44,unchecked_low_level_calls,^0.4.19,TRUE,TRUE,TRUE,,
0x62d34a9815d656c8c96f28aaaa9d3344e1e43596,/home/hjh/Desktop/test/sguardplus/sum/0x62d34a9815d656c8c96f28aaaa9d3344e1e43596.sol,199,19,19,rlrep,33,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x62edb11263cd775d549a9d9e38980014dbbfdedd,/home/hjh/Desktop/test/sguardplus/sum/0x62edb11263cd775d549a9d9e38980014dbbfdedd.sol,799,79,59,rlrep,379,access_control,^0.4.17,TRUE,TRUE,TRUE,,
0x63c30c6a200963dd36dbcc82423a075e587d41d9,/home/hjh/Desktop/test/sguardplus/sum/0x63c30c6a200963dd36dbcc82423a075e587d41d9.sol,199,19,19,rlrep,67,Arithmetic,^0.4.25,TRUE,TRUE,TRUE,,
0x63fc7125667dba73691454ab516243c5639e04c5,/home/hjh/Desktop/test/sguardplus/sum/0x63fc7125667dba73691454ab516243c5639e04c5.sol,399,39,39,rlrep,164,access_control,^0.4.24,TRUE,TRUE,TRUE,,
0x63fed9eb6f80f491bddbc853059414c2f8eb6028,/home/hjh/Desktop/test/sguardplus/sum/0x63fed9eb6f80f491bddbc853059414c2f8eb6028.sol,599,59,39,rlrep,200,access_control,^0.4.24,TRUE,TRUE,TRUE,,
0x64ea4ed49b9e3e3c63e42f8edd1d539f20c469c8,/home/hjh/Desktop/test/sguardplus/sum/0x64ea4ed49b9e3e3c63e42f8edd1d539f20c469c8.sol,199,19,19,rlrep,5,unchecked_low_level_calls,^0.4.23,TRUE,TRUE,TRUE,,
0x652925633dbe6d274a3cf3d762ee920e2170c041,/home/hjh/Desktop/test/sguardplus/sum/0x652925633dbe6d274a3cf3d762ee920e2170c041.sol,599,81,79,rlrep,475,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x65c0c6b4109f6ed7797efdb8bd03f03b1b641029,/home/hjh/Desktop/test/sguardplus/sum/0x65c0c6b4109f6ed7797efdb8bd03f03b1b641029.sol,399,79,59,rlrep,69,unchecked_low_level_calls,^0.4.23,TRUE,TRUE,TRUE,,
0x65e871cd0e132e14b3bd9569199dcb436c752b2f,/home/hjh/Desktop/test/sguardplus/sum/0x65e871cd0e132e14b3bd9569199dcb436c752b2f.sol,599,81,59,rlrep,254,access_control,^0.4.23,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x65e871cd0e132e14b3bd9569199dcb436c752b2f(254).sol:157:5: Error: Function overload clash during conversion to external types for arguments.
    function addBrick(uint _brickId, string _title, string _url, uint32 _expired, string _description, bytes32[] _tags, uint _value)
    ^ (Relevant source part starts here and spans across multiple lines).
",函数重载
0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1,/home/hjh/Desktop/test/sguardplus/sum/0x675c807fe3cf4fcc51b5c739b4bb910b0009ccb1.sol,199,39,19,rlrep,62,unchecked_low_level_calls,^0.4.15,TRUE,TRUE,TRUE,,
0x67ad530ecdfd7ac8289362914e88d018e8b3f3f0,/home/hjh/Desktop/test/sguardplus/sum/0x67ad530ecdfd7ac8289362914e88d018e8b3f3f0.sol,199,39,19,rlrep,80,unchecked_low_level_calls,^0.4.25,TRUE,TRUE,TRUE,,
0x67c6a416a0a16f6a06989c43ba1e8e5b1d35da97,/home/hjh/Desktop/test/sguardplus/sum/0x67c6a416a0a16f6a06989c43ba1e8e5b1d35da97.sol,199,39,39,rlrep,31,unchecked_low_level_calls,^0.4.21,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x67c6a416a0a16f6a06989c43ba1e8e5b1d35da97(31).sol:16:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function Ownable() public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x67c6a416a0a16f6a06989c43ba1e8e5b1d35da97(31).sol:31:9: Warning: Different number of components on the left hand side (1) than on the right hand side (0).
        bool res = msg.sender.transfer(address(this).balance);
        ^---------------------------------------------------^
./smartcontract/single_fixed_contracts\0x67c6a416a0a16f6a06989c43ba1e8e5b1d35da97(31).sol:31:9: Error: Not enough components (0) in value to assign all variables (1).
        bool res = msg.sender.transfer(address(this).balance);
        ^---------------------------------------------------^
",地址并非为payable
0x67fe84a2f69ad442b3940da39cc31b185b6c4ec6,/home/hjh/Desktop/test/sguardplus/sum/0x67fe84a2f69ad442b3940da39cc31b185b6c4ec6.sol,199,19,19,rlrep,32,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x688ba2a1c1b1d4b6383ac896875eb0b7ca749610,/home/hjh/Desktop/test/sguardplus/sum/0x688ba2a1c1b1d4b6383ac896875eb0b7ca749610.sol,199,19,19,rlrep,75,unchecked_low_level_calls,^0.4.25,TRUE,TRUE,TRUE,,
0x68a4d625857bc803555914c3b6b4eaae1bb108d2,/home/hjh/Desktop/test/sguardplus/sum/0x68a4d625857bc803555914c3b6b4eaae1bb108d2.sol,199,19,19,rlrep,43,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x691982b11c381d6282161a1a3f0dec8bba681f59,/home/hjh/Desktop/test/sguardplus/sum/0x691982b11c381d6282161a1a3f0dec8bba681f59.sol,199,39,39,rlrep,74,Arithmetic,^0.4.18,TRUE,TRUE,FALSE（未修复溢出漏洞）,,
0x6994699c731dd7e389c209201ec51e8aff283bf9,/home/hjh/Desktop/test/sguardplus/sum/0x6994699c731dd7e389c209201ec51e8aff283bf9.sol,399,79,39,rlrep,297,unchecked_low_level_calls,^0.4.10,TRUE,TRUE,TRUE,,
0x69c96e2dbd2607845cddddfd6f887e95cea7f41c,/home/hjh/Desktop/test/sguardplus/sum/0x69c96e2dbd2607845cddddfd6f887e95cea7f41c.sol,199,19,19,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x6a4630c85a5bdab2a48bf4d8dba009f24ce49672,/home/hjh/Desktop/test/sguardplus/sum/0x6a4630c85a5bdab2a48bf4d8dba009f24ce49672.sol,199,19,19,rlrep,49,access_control,^0.4.11,TRUE,TRUE,TRUE,,
0x6a56428c6e727d08297adac6f03e2d7b5f38914a,/home/hjh/Desktop/test/sguardplus/sum/0x6a56428c6e727d08297adac6f03e2d7b5f38914a.sol,199,19,19,rlrep,39,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x6a9620d939ebafc4fe2c8756b36f4484661a201a,/home/hjh/Desktop/test/sguardplus/sum/0x6a9620d939ebafc4fe2c8756b36f4484661a201a.sol,199,19,19,rlrep,28,Arithmetic,^0.4.16,TRUE,FALSE,TRUE,"./smartcontract/single_fixed_contracts\0x6a9620d939ebafc4fe2c8756b36f4484661a201a(28).sol:11:5: Warning: Defining constructors as functions with the same name as the contract is deprecated. Use ""constructor(...) { ... }"" instead.
    function ERC20token(uint256 _initialAmount, string _tokenName, uint8 _decimalUnits, string _tokenSymbol) public {
    ^ (Relevant source part starts here and spans across multiple lines).
./smartcontract/single_fixed_contracts\0x6a9620d939ebafc4fe2c8756b36f4484661a201a(28).sol:23:9: Warning: Invoking events without ""emit"" prefix is deprecated.
        Transfer(msg.sender, _to, _value);
        ^-------------------------------^
./smartcontract/single_fixed_contracts\0x6a9620d939ebafc4fe2c8756b36f4484661a201a(28).sol:28:21: Error: Member ""add"" not found or not visible after argument-dependent lookup in uint256
    balances[_to] = balances[_to].add(_value);  // Fixed arithmetic overflow
                    ^---------------^
",未引入safemath库
0x6aaf1feb234033ccd5b62c0353cceee22b7ac03b,/home/hjh/Desktop/test/sguardplus/sum/0x6aaf1feb234033ccd5b62c0353cceee22b7ac03b.sol,199,19,19,rlrep,16,Arithmetic,^0.4.21,TRUE,TRUE,TRUE,,
0x6ab1453ae2cdfb7524decfc71bc9105bf2a58d5a,/home/hjh/Desktop/test/sguardplus/sum/0x6ab1453ae2cdfb7524decfc71bc9105bf2a58d5a.sol,599,81,79,rlrep,475,access_control,^0.4.25,TRUE,TRUE,TRUE,,
0x6adf75f1a6627addc158808476f6d9de06a96eef,/home/hjh/Desktop/test/sguardplus/sum/0x6adf75f1a6627addc158808476f6d9de06a96eef.sol,399,81,59,rlrep,171,access_control,0.4.25,TRUE,TRUE,TRUE,,
