file,path,come,vul,vultype,version,fix_time,token_usage,抽查,deepseek修复,Unnamed: 13,qwen修复,Unnamed: 15,line,cyclomatic_complexity,function_count
0x28b3b1c6353e6b9b0b914fe54e8354f3a4b31691,/home/hjh/Desktop/test/sguardplus/sum/0x28b3b1c6353e6b9b0b914fe54e8354f3a4b31691.sol,rlrep,93,access_control,^0.4.15,13.44,682,,,,,,106,21,15
0x28cb4e001f87dacd8e97250e1312008668bd78a8,/home/hjh/Desktop/test/sguardplus/sum/0x28cb4e001f87dacd8e97250e1312008668bd78a8.sol,rlrep,33,access_control,^0.4.25,11.87,589,,,,,,41,11,7
0x28d673424398fd5de64133d4e64487c495a724f5,/home/hjh/Desktop/test/sguardplus/sum/0x28d673424398fd5de64133d4e64487c495a724f5.sol,rlrep,4,unchecked_low_level_calls,^0.5.0,9.1,518,1,1,,1,,6,1,1
0x2972d548497286d18e92b5fa1f8f9139e5653fd2,/home/hjh/Desktop/test/sguardplus/sum/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,SmartBugs,14,unchecked_low_level_calls,^0.4.0,16.61,647,,,,,,18,2,1
0x29a904eecbcab49b667b2f5a1e5d5ad72065f7d0,/home/hjh/Desktop/test/sguardplus/sum/0x29a904eecbcab49b667b2f5a1e5d5ad72065f7d0.sol,rlrep,104,DoS,0.4.25,16.84,862,,,,,,154,21,11
0x2a1f5ed03553248602f6482fa78c7436f5ed2489,/home/hjh/Desktop/test/sguardplus/sum/0x2a1f5ed03553248602f6482fa78c7436f5ed2489.sol,rlrep,49,access_control,^0.4.11,21.86,752,,,,,,63,10,7
0x2a2cadfe55074910edecf885c6cd82f1b4c0fa6b,/home/hjh/Desktop/test/sguardplus/sum/0x2a2cadfe55074910edecf885c6cd82f1b4c0fa6b.sol,rlrep,115,unchecked_low_level_calls,^0.4.11,22.7,762,,,,,,123,20,19
0x2a99ff217a1077facf743a2eecfa5c56f22383de,/home/hjh/Desktop/test/sguardplus/sum/0x2a99ff217a1077facf743a2eecfa5c56f22383de.sol,rlrep,23,Arithmetic,^0.4.16,24.71,896,1,1,,1,,30,6,3
0x2aa3645dd23acf7c3056c8d7b5c4d0904976dd1d,/home/hjh/Desktop/test/sguardplus/sum/0x2aa3645dd23acf7c3056c8d7b5c4d0904976dd1d.sol,rlrep,80,access_control,^0.4.24,21.43,728,,,,,,88,22,17
0x2ac135e1274711806504aa38f94badb564e52207,/home/hjh/Desktop/test/sguardplus/sum/0x2ac135e1274711806504aa38f94badb564e52207.sol,rlrep,36,unchecked_low_level_calls,^0.4.23,21.25,803,,,,,,58,10,10
0x2b22b2c65b185182786f087c1a0035b5ed76bbb7,/home/hjh/Desktop/test/sguardplus/sum/0x2b22b2c65b185182786f087c1a0035b5ed76bbb7.sol,rlrep,151,unchecked_low_level_calls,^0.4.24,13.08,642,,,,,,181,34,27
0x2c6b9299feb9f68f5263dfefef718b98c4f46a65,/home/hjh/Desktop/test/sguardplus/sum/0x2c6b9299feb9f68f5263dfefef718b98c4f46a65.sol,rlrep,33,access_control,^0.4.25,22.99,590,,,,,,41,11,7
0x2cb39b73f4fe665d186a752de3666f9bb772abcc,/home/hjh/Desktop/test/sguardplus/sum/0x2cb39b73f4fe665d186a752de3666f9bb772abcc.sol,rlrep,60,unchecked_low_level_calls,^0.4.25,28.07,965,1,0,,1,,103,24,16
0x2e0f9b6e879834e8de4238f6d544212273f85326,/home/hjh/Desktop/test/sguardplus/sum/0x2e0f9b6e879834e8de4238f6d544212273f85326.sol,rlrep,22,Arithmetic,^0.4.16,18.29,700,,,,,,48,8,6
0x2e1db5363c98715979c606282dc746dfe151af01,/home/hjh/Desktop/test/sguardplus/sum/0x2e1db5363c98715979c606282dc746dfe151af01.sol,rlrep,49,access_control,^0.4.11,22.15,635,,,,,,63,10,7
0x2e8725475c717f5d237a2a27225e44109f9186d6,/home/hjh/Desktop/test/sguardplus/sum/0x2e8725475c717f5d237a2a27225e44109f9186d6.sol,rlrep,49,access_control,^0.4.11,12.22,628,,,,,,63,10,7
0x2e9094044c13b0c7ce93ed0be8bd275f722f7d27,/home/hjh/Desktop/test/sguardplus/sum/0x2e9094044c13b0c7ce93ed0be8bd275f722f7d27.sol,rlrep,91,BAD_RANDOMNESS,^0.4.11,34.61,1279,,,,,,131,22,10
0x2e97e07d15d7ea22faa16f423e9f8a06a83e7727,/home/hjh/Desktop/test/sguardplus/sum/0x2e97e07d15d7ea22faa16f423e9f8a06a83e7727.sol,rlrep,49,access_control,^0.4.11,23.41,744,1,1,,1,,63,10,7
0x2f94c89e34e4be8b98e054bc36eca952ca0492f8,/home/hjh/Desktop/test/sguardplus/sum/0x2f94c89e34e4be8b98e054bc36eca952ca0492f8.sol,rlrep,49,access_control,^0.4.11,16.6,699,,,,,,63,10,7
0x30410fab6d367e11839c00ad93eb357e3066ada8,/home/hjh/Desktop/test/sguardplus/sum/0x30410fab6d367e11839c00ad93eb357e3066ada8.sol,smartfix,534,access_control,^0.8.7,6.02,482,,,,,,554,45,23
0x30559d4c5dbf44665800be2fe1328d2f02b3de41,/home/hjh/Desktop/test/sguardplus/sum/0x30559d4c5dbf44665800be2fe1328d2f02b3de41.sol,rlrep,75,unchecked_low_level_calls,^0.4.25,13.84,590,,,,,,79,15,13
0x30a7df8ff26d379bca1b22e737659c0621dcda6f,/home/hjh/Desktop/test/sguardplus/sum/0x30a7df8ff26d379bca1b22e737659c0621dcda6f.sol,rlrep,49,access_control,^0.4.11,23.85,785,,,,,,63,10,7
0x310b15ad0a8b282ee8011d91c79feba80cb179c8,/home/hjh/Desktop/test/sguardplus/sum/0x310b15ad0a8b282ee8011d91c79feba80cb179c8.sol,smartfix,56,access_control,^0.4.18,26.25,774,1,1,,1,,283,37,23
0x31f65c7e03f83314f4a368b750823dc57f95280c,/home/hjh/Desktop/test/sguardplus/sum/0x31f65c7e03f83314f4a368b750823dc57f95280c.sol,rlrep,22,Arithmetic,^0.4.16,17.48,763,,,,,,48,8,6
0x332eeaa966e0d7dcf2c5373b9b9c88f8be2eee15,/home/hjh/Desktop/test/sguardplus/sum/0x332eeaa966e0d7dcf2c5373b9b9c88f8be2eee15.sol,rlrep,74,Arithmetic,^0.4.25,15.03,689,,,,,,117,19,19
0x33813C2f2AAB62aC88C234858a1f08448424828f,/home/hjh/Desktop/test/sguardplus/sum/0x33813C2f2AAB62aC88C234858a1f08448424828f.sol,smartfix,111,Reentrancy,0.6.12,,,,,,,,605,66,38
0x33ca754eb0ae844c3d55086646d6eff8ffe62558,/home/hjh/Desktop/test/sguardplus/sum/0x33ca754eb0ae844c3d55086646d6eff8ffe62558.sol,rlrep,315,access_control,^0.4.25,14.78,674,,,,,,351,78,56
0x33f00114d5aca3dee03189d4ed9d4f886dad84b0,/home/hjh/Desktop/test/sguardplus/sum/0x33f00114d5aca3dee03189d4ed9d4f886dad84b0.sol,rlrep,66,Arithmetic,^0.4.18,45,1484,1,0,,0,,204,38,23
0x340dba127f099dab9dc8599c75b16e44d9b02fdb,/home/hjh/Desktop/test/sguardplus/sum/0x340dba127f099dab9dc8599c75b16e44d9b02fdb.sol,rlrep,475,access_control,^0.4.25,14.22,631,,,,,,511,112,75
0x3491bd2c385849353f231688bffada9d1e005a8a,/home/hjh/Desktop/test/sguardplus/sum/0x3491bd2c385849353f231688bffada9d1e005a8a.sol,rlrep,118,unchecked_low_level_calls,^0.4.25,17.8,736,,,,,,195,40,20
0x35e3d5c3d8fba3c61b385aecd3b3565b8327de09,/home/hjh/Desktop/test/sguardplus/sum/0x35e3d5c3d8fba3c61b385aecd3b3565b8327de09.sol,rlrep,322,unchecked_low_level_calls,^0.4.24,8.2,541,,,,,,387,91,70
0x361957bcf2846c280e5ebe6f3a9e9c68b07d8a04,/home/hjh/Desktop/test/sguardplus/sum/0x361957bcf2846c280e5ebe6f3a9e9c68b07d8a04.sol,rlrep,22,Arithmetic,^0.4.25,12.94,720,,,,,,67,10,9
0x3689f372eb8ae130b1767664ad1c75528c815811,/home/hjh/Desktop/test/sguardplus/sum/0x3689f372eb8ae130b1767664ad1c75528c815811.sol,rlrep,9,unchecked_low_level_calls,^0.4.24,29.97,1122,1,1,,1,,15,2,1
0x37e026a1f260cf67fb21205ece2609773f9aeffc,/home/hjh/Desktop/test/sguardplus/sum/0x37e026a1f260cf67fb21205ece2609773f9aeffc.sol,rlrep,117,unchecked_low_level_calls,^0.4.16,78.65,2389,,,,,,159,31,5
0x37f387fe48c9569500b514a1c7e1f6b04be8d421,/home/hjh/Desktop/test/sguardplus/sum/0x37f387fe48c9569500b514a1c7e1f6b04be8d421.sol,rlrep,124,access_control,^0.4.18,15.36,756,,,,,,162,31,28
0x386ad113262c6ec206ad66ed5fd267927702815e,/home/hjh/Desktop/test/sguardplus/sum/0x386ad113262c6ec206ad66ed5fd267927702815e.sol,rlrep,9,unchecked_low_level_calls,^0.4.24,24.73,818,,,,,,14,2,1
0x38acc6c57f3fea1d9dbffb395f3f7c3143f0d749,/home/hjh/Desktop/test/sguardplus/sum/0x38acc6c57f3fea1d9dbffb395f3f7c3143f0d749.sol,rlrep,33,Arithmetic,^0.4.19,20.3,580,,,,,,47,12,5
0x38eaf3e6eb04cce6e0ad52f2f2011642e7230653,/home/hjh/Desktop/test/sguardplus/sum/0x38eaf3e6eb04cce6e0ad52f2f2011642e7230653.sol,rlrep,49,access_control,^0.4.11,15.18,687,1,1,,1,,63,10,7
0x38f10839dcbf15936f79bee139ceaf484edaca46,/home/hjh/Desktop/test/sguardplus/sum/0x38f10839dcbf15936f79bee139ceaf484edaca46.sol,rlrep,34,Arithmetic,^0.4.18,9.19,570,,,,,,60,13,11
0x3933e1bd030c3c14407f8eecce81493e066ab5e1,/home/hjh/Desktop/test/sguardplus/sum/0x3933e1bd030c3c14407f8eecce81493e066ab5e1.sol,smartfix,183,access_control,0.4.25,8.71,513,,,,,,310,59,40
0x3a6984181f49c9ef64ada32373e736db0c9f1078,/home/hjh/Desktop/test/sguardplus/sum/0x3a6984181f49c9ef64ada32373e736db0c9f1078.sol,rlrep,95,unchecked_low_level_calls,^0.4.22,13.81,670,,,,,,106,14,5
0x3abe5cc17aa51324c77224f19f3656f20acb8090,/home/hjh/Desktop/test/sguardplus/sum/0x3abe5cc17aa51324c77224f19f3656f20acb8090.sol,rlrep,600,access_control,^0.4.25,16.73,709,,,,,,630,106,64
0x3ac26f27595effeb5e426bd093081ec30ebdd545,/home/hjh/Desktop/test/sguardplus/sum/0x3ac26f27595effeb5e426bd093081ec30ebdd545.sol,rlrep,50,unchecked_low_level_calls,^0.4.11,17.9,855,1,1,,1,,56,9,4
0x3aca398197478e1f911e4edd8ff7b4d608b98a3a,/home/hjh/Desktop/test/sguardplus/sum/0x3aca398197478e1f911e4edd8ff7b4d608b98a3a.sol,rlrep,115,unchecked_low_level_calls,^0.4.16,7.71,505,,,,,,122,20,19
0x3b1edfc61ecd19966050530f8ada1376cd941d41,/home/hjh/Desktop/test/sguardplus/sum/0x3b1edfc61ecd19966050530f8ada1376cd941d41.sol,rlrep,103,access_control,^0.4.25,15.89,709,,,,,,147,30,27
0x3b912fb1b5b9e07e50e43f0404fee038f9a0353c,/home/hjh/Desktop/test/sguardplus/sum/0x3b912fb1b5b9e07e50e43f0404fee038f9a0353c.sol,rlrep,87,access_control,^0.4.25,18.28,618,,,,,,90,15,12
0x3bcaf56923335062e8f272d011efd2e40fa42147,/home/hjh/Desktop/test/sguardplus/sum/0x3bcaf56923335062e8f272d011efd2e40fa42147.sol,smartfix,207,access_control,^0.4.11,19.51,802,,,,,,217,27,16
0x3bd33ff04e1f2bf01c8bf15c395d607100b7e116,/home/hjh/Desktop/test/sguardplus/sum/0x3bd33ff04e1f2bf01c8bf15c395d607100b7e116.sol,rlrep,12,unchecked_low_level_calls,^0.5.1,16.84,746,1,1,,1,,15,4,1
0x3c327da4c94cb095313f1ed7f20b5d9ff1b6fbb4,/home/hjh/Desktop/test/sguardplus/sum/0x3c327da4c94cb095313f1ed7f20b5d9ff1b6fbb4.sol,rlrep,49,access_control,^0.4.11,18.21,660,,,,,,63,10,7
0x3c3f481950fa627bb9f39a04bccdc88f4130795b,/home/hjh/Desktop/test/sguardplus/sum/0x3c3f481950fa627bb9f39a04bccdc88f4130795b.sol,rlrep,7,unchecked_low_level_calls,^0.4.24,16.16,728,,,,,,47,17,7
0x3c7fd6453e8207e1b6f2c87dd77394f5e667bd5b,/home/hjh/Desktop/test/sguardplus/sum/0x3c7fd6453e8207e1b6f2c87dd77394f5e667bd5b.sol,rlrep,83,access_control,^0.4.23,14.52,734,,,,,,95,20,18
0x3cd0c444137bac6996f262f92d1b79d6e8ad85b8,/home/hjh/Desktop/test/sguardplus/sum/0x3cd0c444137bac6996f262f92d1b79d6e8ad85b8.sol,rlrep,9,access_control,^0.4.17,24.51,896,,,,,,43,7,4
0x3d184e68cf7d1acfd78a8bdf656eac20b8352988,/home/hjh/Desktop/test/sguardplus/sum/0x3d184e68cf7d1acfd78a8bdf656eac20b8352988.sol,smartfix,485,Reentrancy,0.7.6,,,,,,,,573,93,67
0x3d71b9026062e9564e4fd6367f7f696000e08ca9,/home/hjh/Desktop/test/sguardplus/sum/0x3d71b9026062e9564e4fd6367f7f696000e08ca9.sol,rlrep,34,access_control,^0.4.19,15.4,699,,,,,,71,12,11
0x3da034753b42bda1bcfa682f29685e2fd6729016,/home/hjh/Desktop/test/sguardplus/sum/0x3da034753b42bda1bcfa682f29685e2fd6729016.sol,smartfix,248,access_control,^0.4.18,17.64,667,,,,,,269,39,30
0x3dbdc81a6edc94c720b0b88fb65dbd7e395fdcf6,/home/hjh/Desktop/test/sguardplus/sum/0x3dbdc81a6edc94c720b0b88fb65dbd7e395fdcf6.sol,rlrep,118,unchecked_low_level_calls,^0.4.11,23.29,842,,,,,,373,85,52
0x3dc76abeb8440884ff04ae9646fc4667800a8faa,/home/hjh/Desktop/test/sguardplus/sum/0x3dc76abeb8440884ff04ae9646fc4667800a8faa.sol,rlrep,190,access_control,0.4.25,39.44,1587,,,,,,353,114,70
0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859,/home/hjh/Desktop/test/sguardplus/sum/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,SmartBugs,29,unchecked_low_level_calls,^0.4.18,13.53,660,1,1,,1,,41,5,4
0x3e1125ddc72de4b72f49a8128ccadce7649c44c9,/home/hjh/Desktop/test/sguardplus/sum/0x3e1125ddc72de4b72f49a8128ccadce7649c44c9.sol,rlrep,40,unchecked_low_level_calls,^0.4.16,12.75,645,,,,,,42,5,5
0x3e24bfe40874a2f366ecf05746d6dcbc0cfd6f03,/home/hjh/Desktop/test/sguardplus/sum/0x3e24bfe40874a2f366ecf05746d6dcbc0cfd6f03.sol,rlrep,11,access_control,^0.4.24,18.98,747,,,,,,15,2,2
0x3e3b7844e87cf1ec3ac961cbd03d2e73855a130a,/home/hjh/Desktop/test/sguardplus/sum/0x3e3b7844e87cf1ec3ac961cbd03d2e73855a130a.sol,rlrep,96,access_control,^0.4.24,16.79,708,,,,,,101,15,13
0x3eaeaa409d5b8686d75b18728e125efe650680f5,/home/hjh/Desktop/test/sguardplus/sum/0x3eaeaa409d5b8686d75b18728e125efe650680f5.sol,rlrep,111,access_control,^0.4.24,17.38,619,,,,,,116,18,15
0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2,/home/hjh/Desktop/test/sguardplus/sum/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,SmartBugs,45,unchecked_low_level_calls,^0.4.19,8.35,533,1,1,,1,,47,6,4
0x3f30a9ac5f4d9cccfe0331948f5a8f5df1ba3856,/home/hjh/Desktop/test/sguardplus/sum/0x3f30a9ac5f4d9cccfe0331948f5a8f5df1ba3856.sol,smartfix,251,access_control,>=0.4.22 <0.6.0,53.73,1534,,,,,,254,19,18
0x3f45499fcdfe6cd597145fc5ac855b226d2a8e8e,/home/hjh/Desktop/test/sguardplus/sum/0x3f45499fcdfe6cd597145fc5ac855b226d2a8e8e.sol,rlrep,88,unchecked_low_level_calls,0.5.8,31.99,1213,,,,,,120,23,18
0x3fb9958b2401cb0ecdbd9028613a117f984afa1d,/home/hjh/Desktop/test/sguardplus/sum/0x3fb9958b2401cb0ecdbd9028613a117f984afa1d.sol,rlrep,49,access_control,^0.4.11,21.35,758,,,,,,63,10,7
0x3fbe8d76099818959140d0b4d8a2a932c1ca05ce,/home/hjh/Desktop/test/sguardplus/sum/0x3fbe8d76099818959140d0b4d8a2a932c1ca05ce.sol,rlrep,137,access_control,^0.4.24,14.35,608,,,,,,140,23,20
0x4051334adc52057aca763453820cb0e045076ef3,/home/hjh/Desktop/test/sguardplus/sum/0x4051334adc52057aca763453820cb0e045076ef3.sol,SmartBugs,16,unchecked_low_level_calls,^0.4.24,12.35,669,1,1,,1,,20,2,1
0x40eac8f2702758275abbbda2881708f82c417a7f,/home/hjh/Desktop/test/sguardplus/sum/0x40eac8f2702758275abbbda2881708f82c417a7f.sol,rlrep,12,unchecked_low_level_calls,^0.4.25,13.19,712,,,,,,20,4,4
0x428b87ba2497b0be0dac3700bee9db530f05d62e,/home/hjh/Desktop/test/sguardplus/sum/0x428b87ba2497b0be0dac3700bee9db530f05d62e.sol,rlrep,339,access_control,0.4.25,38.06,1607,,,,,,515,131,81
0x42d7c0c40a153c49212a89d0129a8cec8c23935b,/home/hjh/Desktop/test/sguardplus/sum/0x42d7c0c40a153c49212a89d0129a8cec8c23935b.sol,rlrep,112,access_control,^0.4.24,15.01,624,,,,,,533,65,32
0x42db5bfe8828f12f164586af8a992b3a7b038164,/home/hjh/Desktop/test/sguardplus/sum/0x42db5bfe8828f12f164586af8a992b3a7b038164.sol,rlrep,30,unchecked_low_level_calls,^0.4.11,27.42,766,,,,,,33,6,5
0x42e98f6ed27fc8f76118efb7d4fe9a254bf3bcc9,/home/hjh/Desktop/test/sguardplus/sum/0x42e98f6ed27fc8f76118efb7d4fe9a254bf3bcc9.sol,smartfix,235,access_control,0.4.18,25.22,668,1,0,,1,,247,35,29
0x42e98f6ed27fc8f76118efb7d4fe9a254bf3bcc9,/home/hjh/Desktop/test/sguardplus/sum/0x42e98f6ed27fc8f76118efb7d4fe9a254bf3bcc9.sol,smartfix,244,access_control,0.4.18,15.88,634,,,,,,247,35,29
0x43187dd7709aec49f4870213390624bf365e119b,/home/hjh/Desktop/test/sguardplus/sum/0x43187dd7709aec49f4870213390624bf365e119b.sol,rlrep,171,access_control,0.4.25,29.78,1394,,,,,,310,84,46
0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,/home/hjh/Desktop/test/sguardplus/sum/0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1.sol,SmartBugs,55,Reentrancy,^0.4.19,,,,,,,,97,12,7
0x435ad5cae6ea3e065ce540464366b71fba8f0c52,/home/hjh/Desktop/test/sguardplus/sum/0x435ad5cae6ea3e065ce540464366b71fba8f0c52.sol,rlrep,134,unchecked_low_level_calls,^0.4.17,12.76,580,,,,,,152,33,22
0x43ddf6cc0ad563f57dd538bed452b09009078ca9,/home/hjh/Desktop/test/sguardplus/sum/0x43ddf6cc0ad563f57dd538bed452b09009078ca9.sol,rlrep,37,access_control,^0.4.18,12.16,591,1,1,,1,,169,34,31
0x43efc486d1c7c5cb0193e409a73aa33786f5197c,/home/hjh/Desktop/test/sguardplus/sum/0x43efc486d1c7c5cb0193e409a73aa33786f5197c.sol,smartfix,272,access_control,^0.4.19,24.47,595,,,,,,295,52,35
0x43f208d94a82cc2749a140b5e82636f31ce0390d,/home/hjh/Desktop/test/sguardplus/sum/0x43f208d94a82cc2749a140b5e82636f31ce0390d.sol,smartfix,1160,access_control,^0.4.0,15.93,737,,,,,,1226,238,116
0x44b1cdc06c3afa610e125a3cbcc9b8cce7c366dc,/home/hjh/Desktop/test/sguardplus/sum/0x44b1cdc06c3afa610e125a3cbcc9b8cce7c366dc.sol,rlrep,16,Arithmetic,"^0.4.25	",14.86,680,,,,,,42,4,4
0x463f235748bc7862deaa04d85b4b16ac8fafef39,/home/hjh/Desktop/test/sguardplus/sum/0x463f235748bc7862deaa04d85b4b16ac8fafef39.sol,smartfix,30,Reentrancy,^0.4.19,,,,,,,,58,9,6
0x47400012116bb3015e3f2e1b799ccaad2ac77757,/home/hjh/Desktop/test/sguardplus/sum/0x47400012116bb3015e3f2e1b799ccaad2ac77757.sol,rlrep,20,Arithmetic,^0.4.11,17.8,749,1,1,,0,,57,9,6
0x475de1f3e1ba5aeefc9fc694852c8fce59b353a1,/home/hjh/Desktop/test/sguardplus/sum/0x475de1f3e1ba5aeefc9fc694852c8fce59b353a1.sol,rlrep,20,unchecked_low_level_calls,^0.4.25,11.35,600,,,,,,22,3,3
0x477d1ee2f953a2f85dbecbcb371c2613809ea452,/home/hjh/Desktop/test/sguardplus/sum/0x477d1ee2f953a2f85dbecbcb371c2613809ea452.sol,rlrep,24,unchecked_low_level_calls,^0.4.16,21.48,818,,,,,,34,7,6
0x47a169eda4a057569903a882ee15b8c5472a6faa,/home/hjh/Desktop/test/sguardplus/sum/0x47a169eda4a057569903a882ee15b8c5472a6faa.sol,rlrep,32,access_control,^0.4.25,21.16,644,,,,,,35,7,7
0x47dbb64885692bdacd8998a8b5e2622d55d6fbda,/home/hjh/Desktop/test/sguardplus/sum/0x47dbb64885692bdacd8998a8b5e2622d55d6fbda.sol,rlrep,49,access_control,^0.4.11,20.21,666,,,,,,63,10,7
0x4874fd71cd01e83cfaf8bdc0bbff452c655bd3d0,/home/hjh/Desktop/test/sguardplus/sum/0x4874fd71cd01e83cfaf8bdc0bbff452c655bd3d0.sol,rlrep,315,access_control,^0.4.25,11.57,607,1,1,,1,,351,78,56
0x48bd67ad140c9d10f94099c1cef7ab17d90ac335,/home/hjh/Desktop/test/sguardplus/sum/0x48bd67ad140c9d10f94099c1cef7ab17d90ac335.sol,rlrep,102,access_control,^0.4.16,23.78,705,,,,,,124,18,14
0x48f3726c787bdc36bb00c978e701879ceed185a4,/home/hjh/Desktop/test/sguardplus/sum/0x48f3726c787bdc36bb00c978e701879ceed185a4.sol,rlrep,22,Arithmetic,^0.4.16,12.68,614,,,,,,48,8,6
0x49a5f591383f556b76628b9f2ce917fda627582a,/home/hjh/Desktop/test/sguardplus/sum/0x49a5f591383f556b76628b9f2ce917fda627582a.sol,rlrep,49,access_control,^0.4.11,17.04,700,,,,,,63,10,7
0x4a0c567eb959b757620c9bbc7f4f774bfe895b45,/home/hjh/Desktop/test/sguardplus/sum/0x4a0c567eb959b757620c9bbc7f4f774bfe895b45.sol,rlrep,22,Arithmetic,^0.4.16,12.72,657,,,,,,48,8,6
0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c,/home/hjh/Desktop/test/sguardplus/sum/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,SmartBugs,19,unchecked_low_level_calls,^0.4.18,38.78,1213,1,1,,1,,23,2,1
0x4a8d3a662e0fd6a8bd39ed0f91e4c1b729c81a38,/home/hjh/Desktop/test/sguardplus/sum/0x4a8d3a662e0fd6a8bd39ed0f91e4c1b729c81a38.sol,rlrep,48,unchecked_low_level_calls,^0.4.25,17.23,759,,,,,,100,23,19
0x4afdd46783bc8322770c574c4d3c584960be721a,/home/hjh/Desktop/test/sguardplus/sum/0x4afdd46783bc8322770c574c4d3c584960be721a.sol,rlrep,215,access_control,^0.4.19,10.79,586,,,,,,274,73,49
0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152,/home/hjh/Desktop/test/sguardplus/sum/0x4b71ad9c1a84b9b643aa54fdd66e2dec96e8b152.sol,SmartBugs,17,unchecked_low_level_calls,^0.4.24,10.87,637,,,,,,21,2,1
0x4ba0d338a7c41cc12778e0a2fa6df2361e8d8465,/home/hjh/Desktop/test/sguardplus/sum/0x4ba0d338a7c41cc12778e0a2fa6df2361e8d8465.sol,rlrep,19,Arithmetic,^0.4.11,10.29,560,,,,,,31,11,5
0x4c0f67a4b3ef0c4fc52aec217457c4da37353e85,/home/hjh/Desktop/test/sguardplus/sum/0x4c0f67a4b3ef0c4fc52aec217457c4da37353e85.sol,smartfix,239,access_control,^0.8.7,7.38,524,1,1,,1,,343,35,26
0x4c114ee75dbc533ef90dae72217fa26d74221b80,/home/hjh/Desktop/test/sguardplus/sum/0x4c114ee75dbc533ef90dae72217fa26d74221b80.sol,rlrep,49,access_control,^0.4.11,15.07,631,,,,,,63,10,7
0x4c3a22fc1f2f3307a01f71d266e01a06d86fb0f1,/home/hjh/Desktop/test/sguardplus/sum/0x4c3a22fc1f2f3307a01f71d266e01a06d86fb0f1.sol,rlrep,19,Arithmetic,^0.4.25,10.15,545,,,,,,28,5,3
0x4c60e311d8fba04e313f7e7b3dec61b3028726d1,/home/hjh/Desktop/test/sguardplus/sum/0x4c60e311d8fba04e313f7e7b3dec61b3028726d1.sol,rlrep,194,access_control,^0.4.24,28.01,1064,,,,,,499,63,27
0x4c8c4659f734294d9561c8b0efc210028ed12052,/home/hjh/Desktop/test/sguardplus/sum/0x4c8c4659f734294d9561c8b0efc210028ed12052.sol,rlrep,33,access_control,^0.4.25,15.58,585,,,,,,41,11,7
0x4d0528598f916fd1d8dc80e5f54a8feedcfd4b18,/home/hjh/Desktop/test/sguardplus/sum/0x4d0528598f916fd1d8dc80e5f54a8feedcfd4b18.sol,rlrep,34,Arithmetic,^0.4.25,21,841,1,0,,0,,61,13,11
0x4e0e62390c973c7a3c90e96eb6c2a00164820541,/home/hjh/Desktop/test/sguardplus/sum/0x4e0e62390c973c7a3c90e96eb6c2a00164820541.sol,rlrep,49,access_control,^0.4.11,18.45,772,,,,,,63,10,7
0x4e73b32ed6c35f570686b89848e5f39f20ecc106,/home/hjh/Desktop/test/sguardplus/sum/0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol,SmartBugs,54,Reentrancy,^0.4.19,,,,,,,,96,10,7
0x4e8ffbfab83cec9d1e0fed1fd7bcf454967241bb,/home/hjh/Desktop/test/sguardplus/sum/0x4e8ffbfab83cec9d1e0fed1fd7bcf454967241bb.sol,rlrep,20,Arithmetic,^0.4.11,24.86,671,,,,,,57,9,6
0x4eb3ce14fda3a874ecad0e9ad988258c827bae82,/home/hjh/Desktop/test/sguardplus/sum/0x4eb3ce14fda3a874ecad0e9ad988258c827bae82.sol,rlrep,69,unchecked_low_level_calls,^0.4.18,17.24,616,,,,,,184,40,20
0x4f6d6fdaf267894fbeb57c1f4eb2fa2af93dd579,/home/hjh/Desktop/test/sguardplus/sum/0x4f6d6fdaf267894fbeb57c1f4eb2fa2af93dd579.sol,rlrep,102,access_control,^0.4.25,21.07,867,1,0,,0,,146,30,27
0x50430b6201c9859c91a5590ac71700cc71499a0e,/home/hjh/Desktop/test/sguardplus/sum/0x50430b6201c9859c91a5590ac71700cc71499a0e.sol,smartfix,338,access_control,^0.4.22,10.75,589,,,,,,357,58,35
0x50dfe30f5b5b3f0659cbd0da8106ec447be621f8,/home/hjh/Desktop/test/sguardplus/sum/0x50dfe30f5b5b3f0659cbd0da8106ec447be621f8.sol,rlrep,47,access_control,^0.4.11,30.56,811,,,,,,61,10,7
0x50eeadf357248029c74ce2fecffa9f7354b1feaf,/home/hjh/Desktop/test/sguardplus/sum/0x50eeadf357248029c74ce2fecffa9f7354b1feaf.sol,rlrep,49,access_control,^0.4.11,22.47,860,,,,,,63,10,7
0x51109152d0335fa841443fd78ba678b0cf276ed7,/home/hjh/Desktop/test/sguardplus/sum/0x51109152d0335fa841443fd78ba678b0cf276ed7.sol,rlrep,32,unchecked_low_level_calls,^0.4.18,22.55,868,,,,,,36,3,3
